"","X","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"769",3571,32,"admin.","married","secondary","no",198,"no","no","cellular",16,"jul",132,2,-1,0,"unknown",0
"770",1853,52,"services","married","secondary","no",660,"no","no","unknown",6,"may",201,2,-1,0,"unknown",0
"771",3261,45,"blue-collar","married","primary","no",1163,"no","no","unknown",16,"may",230,1,-1,0,"unknown",0
"772",55,33,"blue-collar","single","primary","no",777,"no","no","cellular",7,"jul",263,1,-1,0,"unknown",0
"773",2000,60,"management","divorced","tertiary","no",2589,"yes","no","unknown",19,"may",134,2,-1,0,"unknown",0
"774",1996,29,"unemployed","married","tertiary","no",111,"yes","no","cellular",14,"may",216,1,-1,0,"unknown",0
"775",3058,42,"technician","divorced","secondary","no",1858,"no","no","cellular",21,"jul",61,1,-1,0,"unknown",0
"776",614,38,"admin.","married","secondary","no",1283,"yes","no","cellular",29,"jul",60,6,-1,0,"unknown",0
"777",1817,34,"admin.","divorced","secondary","no",66,"no","no","cellular",3,"feb",11,6,-1,0,"unknown",0
"778",3313,34,"technician","married","secondary","no",1,"no","no","cellular",22,"jul",344,3,-1,0,"unknown",0
"779",2650,59,"retired","married","secondary","no",25947,"no","no","cellular",13,"aug",292,2,-1,0,"unknown",0
"780",3384,76,"retired","married","tertiary","no",0,"no","no","telephone",19,"aug",170,1,-1,0,"unknown",0
"781",3607,34,"unemployed","married","secondary","no",438,"yes","yes","cellular",9,"apr",272,1,323,1,"failure",0
"782",2771,50,"blue-collar","divorced","primary","no",171,"no","no","cellular",14,"aug",75,3,-1,0,"unknown",0
"783",1896,32,"blue-collar","married","secondary","no",1484,"yes","no","unknown",30,"may",363,7,-1,0,"unknown",0
"784",3204,30,"management","single","tertiary","no",114,"no","no","cellular",14,"aug",65,4,-1,0,"unknown",0
"785",2107,33,"technician","married","secondary","no",-534,"yes","yes","cellular",8,"aug",16,7,-1,0,"unknown",0
"786",3175,28,"student","single","tertiary","no",221,"yes","no","cellular",15,"may",176,1,-1,0,"unknown",0
"787",255,34,"admin.","single","secondary","no",6979,"yes","no","cellular",15,"may",14,5,-1,0,"unknown",0
"788",189,20,"admin.","single","secondary","no",66,"yes","no","unknown",19,"jun",75,2,-1,0,"unknown",0
"789",3250,43,"management","married","secondary","no",2115,"yes","no","cellular",18,"nov",102,1,-1,0,"unknown",0
"790",3525,57,"management","married","tertiary","no",1172,"yes","no","cellular",20,"nov",72,1,-1,0,"unknown",0
"791",814,32,"technician","single","secondary","no",234,"no","no","cellular",27,"mar",166,2,-1,0,"unknown",0
"792",567,35,"unemployed","married","secondary","no",1,"yes","no","cellular",28,"jul",173,8,-1,0,"unknown",0
"793",1880,35,"technician","single","secondary","no",5731,"yes","no","cellular",4,"may",164,2,167,4,"other",0
"794",903,36,"management","single","tertiary","no",112,"yes","no","cellular",15,"jul",83,2,-1,0,"unknown",0
"795",1575,60,"retired","divorced","tertiary","no",4,"yes","no","cellular",26,"may",400,3,358,2,"failure",0
"796",3370,50,"blue-collar","married","primary","no",2590,"yes","no","unknown",9,"may",257,6,-1,0,"unknown",0
"797",252,41,"management","single","tertiary","no",260,"no","no","cellular",4,"aug",149,1,-1,0,"unknown",0
"798",732,45,"unknown","married","unknown","no",4413,"no","no","telephone",29,"jul",77,35,-1,0,"unknown",0
"799",301,50,"management","married","tertiary","no",3284,"yes","no","cellular",4,"feb",195,2,271,3,"failure",0
"800",2343,36,"blue-collar","single","primary","no",20,"yes","no","unknown",21,"may",87,14,-1,0,"unknown",0
"801",526,36,"blue-collar","married","secondary","no",373,"yes","no","unknown",13,"may",94,1,-1,0,"unknown",0
"802",1944,45,"technician","married","secondary","no",86,"yes","no","unknown",5,"may",270,1,-1,0,"unknown",0
"803",353,32,"management","married","tertiary","no",183,"yes","no","cellular",7,"aug",112,3,-1,0,"unknown",0
"804",266,31,"blue-collar","married","secondary","no",932,"yes","no","unknown",21,"may",229,2,-1,0,"unknown",0
"805",3891,33,"management","single","tertiary","no",4835,"no","no","cellular",6,"may",362,2,-1,0,"unknown",0
"806",148,49,"unemployed","married","primary","no",213,"no","no","cellular",28,"jan",60,1,-1,0,"unknown",0
"807",3795,59,"services","married","secondary","no",108,"no","no","cellular",11,"aug",120,4,-1,0,"unknown",0
"808",1034,53,"blue-collar","divorced","primary","no",255,"yes","no","cellular",4,"feb",134,2,272,2,"failure",0
"809",3715,36,"blue-collar","married","primary","no",856,"yes","no","cellular",31,"jul",39,10,-1,0,"unknown",0
"810",76,57,"retired","married","tertiary","no",31,"no","no","cellular",19,"aug",260,2,-1,0,"unknown",0
"811",2088,57,"retired","divorced","tertiary","no",66,"yes","no","cellular",11,"may",798,2,-1,0,"unknown",0
"812",201,32,"technician","single","tertiary","no",1710,"yes","no","cellular",15,"may",439,1,175,3,"other",0
"813",2213,36,"technician","married","secondary","no",318,"no","no","cellular",30,"jul",295,2,-1,0,"unknown",0
"814",2145,26,"admin.","single","secondary","no",52,"no","no","cellular",28,"jan",287,1,-1,0,"unknown",0
"815",2689,45,"management","married","tertiary","no",2,"yes","no","cellular",16,"jul",192,2,-1,0,"unknown",0
"816",83,35,"admin.","married","secondary","no",269,"yes","yes","cellular",2,"jun",392,1,-1,0,"unknown",0
"817",3969,23,"student","single","secondary","no",1284,"yes","no","unknown",11,"jun",327,10,-1,0,"unknown",0
"818",3705,42,"technician","single","tertiary","no",-380,"yes","no","cellular",6,"may",413,1,294,1,"other",0
"819",3777,37,"blue-collar","married","primary","no",3154,"yes","no","cellular",17,"apr",404,1,305,3,"failure",1
"820",223,50,"admin.","married","unknown","no",-1137,"yes","yes","unknown",20,"jun",64,1,-1,0,"unknown",0
"821",1983,37,"management","single","tertiary","no",584,"yes","no","telephone",13,"may",115,1,-1,0,"unknown",0
"822",1064,33,"unknown","single","secondary","no",9,"no","no","cellular",19,"oct",238,1,-1,0,"unknown",0
"823",248,48,"services","married","secondary","no",7434,"no","no","unknown",17,"jun",986,1,-1,0,"unknown",0
"824",3181,45,"management","married","tertiary","no",474,"yes","yes","cellular",2,"feb",190,4,264,4,"failure",0
"825",3459,48,"services","divorced","secondary","no",105,"no","no","cellular",31,"jul",111,2,-1,0,"unknown",0
"826",2096,36,"blue-collar","divorced","primary","no",3202,"yes","no","cellular",20,"nov",690,3,183,2,"failure",0
"827",1003,28,"management","single","tertiary","no",5474,"no","no","cellular",4,"feb",181,4,191,5,"success",0
"828",3066,35,"management","single","tertiary","no",0,"no","no","cellular",26,"aug",30,20,-1,0,"unknown",0
"829",1323,32,"technician","single","tertiary","no",20,"yes","yes","cellular",18,"aug",193,5,-1,0,"unknown",0
"830",282,36,"management","married","tertiary","no",1604,"yes","no","unknown",11,"jun",47,3,-1,0,"unknown",0
"831",2192,41,"management","married","tertiary","no",60,"yes","no","cellular",20,"nov",239,2,-1,0,"unknown",0
"832",3519,31,"admin.","single","secondary","no",1340,"no","no","cellular",15,"may",185,1,-1,0,"unknown",0
"833",987,41,"self-employed","married","secondary","no",13489,"no","no","cellular",21,"nov",124,2,-1,0,"unknown",0
"834",1922,44,"admin.","married","secondary","no",73,"yes","no","unknown",16,"may",404,1,-1,0,"unknown",0
"835",2190,37,"management","single","tertiary","no",600,"yes","no","unknown",5,"may",152,1,-1,0,"unknown",0
"836",2839,64,"unknown","married","unknown","no",2280,"no","no","telephone",7,"sep",289,1,-1,0,"unknown",0
"837",826,66,"unknown","divorced","unknown","no",1993,"yes","no","cellular",6,"jul",117,4,-1,0,"unknown",0
"838",159,35,"blue-collar","single","secondary","no",507,"no","no","unknown",17,"jun",43,6,-1,0,"unknown",0
"839",1493,36,"management","single","tertiary","no",72,"yes","yes","cellular",21,"nov",10,7,-1,0,"unknown",0
"840",2513,53,"blue-collar","single","secondary","no",156,"yes","yes","unknown",7,"may",259,4,-1,0,"unknown",0
"841",2428,27,"blue-collar","single","secondary","no",1,"yes","no","cellular",18,"jul",320,2,-1,0,"unknown",0
"842",2658,49,"technician","divorced","secondary","no",-96,"no","yes","cellular",12,"aug",252,3,-1,0,"unknown",0
"843",1159,30,"technician","married","tertiary","no",81,"no","no","cellular",28,"aug",51,1,-1,0,"unknown",0
"844",1792,60,"blue-collar","married","primary","no",109,"no","no","unknown",27,"jun",349,5,-1,0,"unknown",0
"845",2772,31,"management","married","tertiary","no",582,"yes","no","cellular",15,"jul",58,2,-1,0,"unknown",0
"846",1862,56,"services","married","secondary","no",6503,"yes","yes","cellular",18,"may",27,6,-1,0,"unknown",0
"847",754,45,"technician","married","tertiary","no",1780,"no","no","cellular",11,"aug",52,4,-1,0,"unknown",0
"848",1608,45,"unemployed","married","secondary","no",56,"yes","no","cellular",6,"may",195,1,-1,0,"unknown",0
"849",990,32,"technician","single","tertiary","no",3818,"no","no","cellular",18,"aug",100,4,-1,0,"unknown",0
"850",2148,29,"technician","single","tertiary","no",262,"yes","yes","cellular",29,"jul",510,9,-1,0,"unknown",0
"851",884,37,"management","married","tertiary","no",5205,"yes","no","unknown",23,"may",493,2,-1,0,"unknown",0
"852",3385,58,"management","married","tertiary","no",2764,"no","no","cellular",1,"jun",459,1,196,1,"failure",0
"853",2499,31,"admin.","married","secondary","no",0,"yes","yes","unknown",6,"may",144,2,-1,0,"unknown",0
"854",472,38,"blue-collar","married","secondary","no",748,"yes","no","cellular",31,"aug",98,3,-1,0,"unknown",0
"855",557,42,"blue-collar","married","primary","no",7735,"yes","no","cellular",13,"apr",166,1,144,2,"failure",0
"856",3235,39,"technician","divorced","secondary","no",688,"yes","yes","cellular",19,"nov",214,1,-1,0,"unknown",0
"857",2358,28,"technician","single","secondary","no",312,"yes","no","unknown",6,"may",392,1,-1,0,"unknown",0
"858",2696,30,"admin.","single","secondary","no",609,"yes","no","cellular",6,"may",145,1,-1,0,"unknown",0
"859",871,30,"technician","single","secondary","no",4787,"yes","no","unknown",4,"jun",99,2,-1,0,"unknown",0
"860",1903,47,"technician","married","primary","no",145,"yes","no","unknown",7,"may",157,6,-1,0,"unknown",0
"861",2944,36,"blue-collar","married","secondary","no",937,"yes","no","telephone",2,"feb",29,4,-1,0,"unknown",0
"862",619,47,"services","single","secondary","no",591,"no","no","cellular",29,"jul",397,1,-1,0,"unknown",0
"863",62,44,"unemployed","single","tertiary","no",810,"no","no","cellular",4,"aug",184,1,-1,0,"unknown",0
"864",1724,40,"admin.","married","secondary","no",0,"yes","no","cellular",3,"feb",561,1,201,1,"failure",0
"865",123,34,"management","married","secondary","no",56,"yes","no","cellular",20,"nov",311,3,183,1,"failure",0
"866",3007,60,"retired","married","primary","no",414,"no","no","unknown",8,"may",395,1,-1,0,"unknown",0
"867",621,34,"services","married","secondary","no",0,"no","no","cellular",7,"jul",160,3,-1,0,"unknown",0
"868",3775,46,"unemployed","married","secondary","no",562,"no","no","cellular",8,"jul",491,1,-1,0,"unknown",0
"869",2745,49,"blue-collar","married","primary","no",-167,"no","no","cellular",7,"jul",51,1,-1,0,"unknown",0
"870",3266,26,"admin.","single","secondary","no",1327,"no","no","cellular",30,"mar",171,4,-1,0,"unknown",0
"871",1977,40,"services","married","secondary","no",405,"no","no","unknown",20,"jun",87,3,-1,0,"unknown",0
"872",3886,52,"management","divorced","tertiary","no",3,"no","no","unknown",1,"jul",28,1,-1,0,"unknown",0
"873",566,40,"management","married","tertiary","no",207,"yes","no","unknown",5,"may",39,1,-1,0,"unknown",0
"874",2408,41,"admin.","divorced","secondary","no",256,"no","no","unknown",19,"jun",91,1,-1,0,"unknown",0
"875",3867,33,"admin.","married","tertiary","no",69,"no","yes","cellular",4,"may",77,2,-1,0,"unknown",0
"876",793,37,"admin.","married","secondary","no",1345,"yes","no","unknown",3,"jun",59,2,-1,0,"unknown",0
"877",3209,34,"management","married","tertiary","no",4859,"no","no","cellular",30,"apr",113,1,37,1,"other",0
"878",2616,41,"blue-collar","married","primary","no",3140,"yes","no","unknown",13,"may",87,9,-1,0,"unknown",0
"879",3310,43,"blue-collar","married","secondary","no",-128,"yes","no","cellular",21,"nov",32,1,-1,0,"unknown",0
"880",1954,30,"blue-collar","married","secondary","no",578,"yes","yes","cellular",17,"apr",71,2,317,1,"failure",0
"881",2640,26,"student","single","secondary","no",620,"no","no","cellular",17,"feb",104,1,-1,0,"unknown",1
"882",1160,35,"admin.","married","secondary","no",220,"yes","no","cellular",2,"feb",153,4,244,13,"failure",0
"883",1639,82,"unknown","divorced","unknown","no",0,"no","no","telephone",9,"sep",277,5,-1,0,"unknown",0
"884",3747,39,"services","married","secondary","no",3165,"yes","no","cellular",15,"may",56,1,368,2,"failure",0
"885",1963,53,"admin.","married","secondary","no",225,"yes","no","cellular",20,"apr",304,1,340,1,"failure",0
"886",3251,28,"services","single","secondary","no",290,"yes","no","cellular",18,"may",128,1,-1,0,"unknown",0
"887",3111,39,"blue-collar","married","secondary","no",1386,"yes","yes","unknown",4,"jun",193,2,-1,0,"unknown",0
"888",926,55,"retired","married","tertiary","no",357,"yes","no","cellular",30,"apr",878,1,-1,0,"unknown",0
"889",2567,31,"services","single","secondary","no",374,"no","no","telephone",28,"jan",49,4,-1,0,"unknown",0
"890",1163,30,"technician","single","secondary","no",3096,"yes","no","cellular",11,"aug",272,4,-1,0,"unknown",0
"891",213,59,"retired","married","tertiary","no",1296,"no","no","cellular",11,"aug",862,11,-1,0,"unknown",0
"892",3533,57,"retired","married","primary","no",2961,"no","no","cellular",20,"apr",128,2,-1,0,"unknown",0
"893",3985,51,"blue-collar","married","primary","no",863,"no","no","cellular",19,"nov",169,1,189,2,"other",0
"894",1574,45,"services","married","unknown","no",318,"no","no","cellular",16,"jul",63,2,-1,0,"unknown",0
"895",1856,45,"blue-collar","married","secondary","no",61,"yes","yes","unknown",23,"may",208,1,-1,0,"unknown",0
"896",1144,24,"blue-collar","single","primary","no",388,"yes","no","cellular",15,"may",193,2,-1,0,"unknown",0
"897",2373,60,"retired","married","secondary","no",2060,"no","no","cellular",26,"mar",454,1,88,3,"other",0
"898",2460,57,"blue-collar","married","secondary","no",1412,"yes","no","cellular",9,"apr",89,1,330,1,"failure",0
"899",867,33,"housemaid","married","primary","no",1713,"yes","no","unknown",8,"may",22,1,-1,0,"unknown",0
"900",726,32,"management","single","tertiary","no",566,"no","no","cellular",30,"apr",114,2,-1,0,"unknown",0
"901",3391,39,"unemployed","single","tertiary","no",79,"no","no","cellular",2,"jun",369,1,-1,0,"unknown",0
"902",2538,42,"management","married","tertiary","no",0,"no","no","cellular",26,"aug",179,16,-1,0,"unknown",0
"903",457,59,"housemaid","married","primary","no",0,"yes","no","cellular",22,"jul",186,2,-1,0,"unknown",0
"904",2540,43,"blue-collar","married","secondary","no",-210,"yes","no","cellular",17,"nov",523,2,-1,0,"unknown",0
"905",1423,33,"admin.","married","secondary","no",-297,"yes","no","unknown",27,"may",398,3,-1,0,"unknown",0
"906",3168,42,"management","divorced","tertiary","no",0,"no","no","cellular",1,"jun",450,1,196,1,"failure",0
"907",3910,27,"technician","single","secondary","no",527,"yes","no","unknown",9,"may",118,1,-1,0,"unknown",0
"908",1947,62,"management","divorced","tertiary","no",1619,"no","no","cellular",19,"oct",534,1,-1,0,"unknown",0
"909",1676,34,"blue-collar","married","secondary","no",516,"yes","yes","unknown",2,"jun",26,1,-1,0,"unknown",0
"910",2122,29,"self-employed","single","tertiary","no",805,"no","no","cellular",1,"jul",302,2,128,8,"success",0
"911",1558,25,"blue-collar","single","secondary","no",913,"yes","no","cellular",7,"jul",113,4,-1,0,"unknown",0
"912",287,37,"technician","married","secondary","no",3728,"no","no","unknown",20,"jun",55,4,-1,0,"unknown",0
"913",2801,40,"blue-collar","married","primary","no",592,"yes","no","cellular",18,"may",80,3,350,2,"failure",0
"914",3434,48,"services","divorced","secondary","no",403,"yes","no","unknown",14,"may",364,1,-1,0,"unknown",0
"915",1125,40,"blue-collar","married","primary","no",7831,"yes","no","unknown",14,"may",78,1,-1,0,"unknown",0
"916",1256,26,"services","married","secondary","no",0,"no","no","cellular",18,"jul",409,2,-1,0,"unknown",0
"917",3269,47,"services","married","secondary","no",1629,"yes","no","cellular",7,"may",25,1,-1,0,"unknown",0
"918",2009,32,"management","married","tertiary","no",26,"no","no","cellular",22,"aug",222,6,-1,0,"unknown",0
"919",2334,53,"blue-collar","divorced","primary","no",559,"no","no","telephone",9,"feb",16,5,-1,0,"unknown",0
"920",267,48,"blue-collar","married","secondary","no",4259,"no","no","cellular",31,"jul",84,7,-1,0,"unknown",0
"921",3458,30,"technician","single","secondary","no",126,"no","no","cellular",19,"aug",256,2,-1,0,"unknown",0
"922",3937,35,"technician","divorced","tertiary","no",20,"yes","yes","cellular",7,"aug",51,2,-1,0,"unknown",0
"923",2152,50,"entrepreneur","married","secondary","no",665,"no","no","telephone",17,"nov",238,1,-1,0,"unknown",0
"924",360,51,"technician","single","secondary","no",0,"yes","no","unknown",5,"may",364,2,-1,0,"unknown",0
"925",3915,34,"admin.","divorced","secondary","no",183,"no","yes","unknown",4,"jul",88,1,-1,0,"unknown",0
"926",952,48,"technician","married","secondary","no",638,"yes","no","unknown",14,"may",217,1,-1,0,"unknown",0
"927",3683,35,"technician","married","tertiary","no",7050,"no","no","cellular",11,"aug",222,3,182,4,"success",1
"928",1920,38,"services","married","secondary","no",43,"yes","no","unknown",4,"jun",213,1,-1,0,"unknown",0
"929",3995,25,"student","single","secondary","no",1790,"no","no","unknown",30,"may",242,3,-1,0,"unknown",0
"930",1504,42,"blue-collar","married","secondary","no",352,"yes","no","cellular",11,"may",79,3,-1,0,"unknown",0
"931",236,38,"technician","single","unknown","no",1923,"no","no","cellular",30,"jul",331,4,-1,0,"unknown",0
"932",581,28,"management","single","tertiary","no",5549,"no","no","cellular",28,"jul",383,6,-1,0,"unknown",0
"933",136,31,"technician","single","tertiary","no",1320,"no","no","cellular",4,"feb",377,1,-1,0,"unknown",0
"934",3283,38,"technician","married","secondary","no",201,"yes","no","cellular",2,"feb",43,1,-1,0,"unknown",0
"935",1722,38,"management","married","tertiary","no",1555,"no","no","cellular",20,"aug",66,5,-1,0,"unknown",0
"936",1261,26,"technician","single","secondary","no",544,"yes","yes","unknown",3,"jun",56,5,-1,0,"unknown",0
"937",3844,43,"technician","married","secondary","no",481,"no","no","cellular",20,"aug",196,2,-1,0,"unknown",0
"938",81,31,"admin.","married","secondary","no",8295,"yes","no","cellular",17,"apr",218,1,149,1,"failure",0
"939",767,30,"blue-collar","married","secondary","no",62,"no","no","cellular",21,"jul",241,3,-1,0,"unknown",0
"940",2123,60,"blue-collar","married","secondary","no",2879,"yes","no","cellular",5,"aug",122,1,-1,0,"unknown",0
"941",2723,49,"blue-collar","married","secondary","no",322,"no","no","cellular",14,"aug",356,2,-1,0,"unknown",0
"942",2974,57,"management","married","tertiary","no",215,"no","yes","cellular",23,"jul",288,9,-1,0,"unknown",0
"943",3762,44,"technician","divorced","secondary","no",752,"yes","no","unknown",30,"may",363,3,-1,0,"unknown",0
"944",3333,25,"student","single","unknown","no",92,"no","no","cellular",27,"may",297,1,-1,0,"unknown",0
"945",985,50,"self-employed","married","secondary","no",36,"no","no","cellular",13,"aug",104,10,-1,0,"unknown",0
"946",3582,45,"technician","married","primary","no",-63,"yes","no","cellular",20,"apr",847,5,-1,0,"unknown",0
"947",1398,27,"technician","single","secondary","no",740,"yes","no","cellular",5,"may",294,1,-1,0,"unknown",0
"948",3356,37,"technician","single","tertiary","no",-487,"yes","no","cellular",12,"may",358,1,260,5,"other",0
"949",977,42,"management","single","secondary","no",9720,"no","no","cellular",5,"aug",81,2,-1,0,"unknown",0
"950",2437,41,"blue-collar","married","secondary","no",429,"yes","no","unknown",13,"may",244,1,-1,0,"unknown",0
"951",145,52,"management","married","tertiary","no",1944,"yes","no","cellular",15,"apr",238,3,323,2,"failure",0
"952",3258,28,"technician","single","tertiary","no",4253,"yes","no","cellular",4,"feb",336,6,-1,0,"unknown",0
"953",3675,58,"self-employed","married","secondary","no",1407,"yes","no","unknown",30,"may",58,1,-1,0,"unknown",0
"954",403,39,"services","married","secondary","no",0,"yes","yes","unknown",21,"may",240,3,-1,0,"unknown",0
"955",908,28,"technician","single","secondary","no",34,"yes","no","cellular",4,"feb",16,6,268,4,"failure",0
"956",696,51,"blue-collar","married","secondary","no",19,"no","no","cellular",15,"jun",292,1,-1,0,"unknown",0
"957",2033,53,"services","married","secondary","no",2774,"no","yes","unknown",19,"jun",193,1,-1,0,"unknown",0
"958",550,34,"management","divorced","tertiary","no",27,"no","yes","cellular",19,"nov",190,1,-1,0,"unknown",0
"959",3267,53,"blue-collar","married","secondary","no",1653,"no","no","unknown",17,"jun",88,2,-1,0,"unknown",0
"960",3833,21,"student","single","secondary","no",6844,"no","no","cellular",14,"aug",126,3,127,7,"other",0
"961",1158,44,"admin.","married","secondary","no",10354,"no","no","telephone",4,"may",96,1,-1,0,"unknown",0
"962",1728,54,"unemployed","married","primary","no",1251,"no","no","cellular",21,"nov",105,1,-1,0,"unknown",0
"963",549,56,"admin.","married","secondary","no",1270,"yes","no","cellular",17,"nov",80,2,165,2,"other",0
"964",3935,45,"management","married","tertiary","no",3643,"no","no","cellular",21,"nov",162,1,-1,0,"unknown",0
"965",910,61,"retired","married","secondary","no",280,"yes","no","unknown",15,"may",88,3,-1,0,"unknown",0
"966",2915,25,"blue-collar","married","secondary","no",1025,"yes","no","unknown",28,"may",478,2,-1,0,"unknown",0
"967",1410,39,"blue-collar","married","primary","no",879,"yes","no","unknown",26,"may",102,2,-1,0,"unknown",0
"968",2387,34,"technician","single","secondary","no",1161,"yes","no","cellular",20,"apr",17,5,334,1,"failure",0
"969",1888,54,"admin.","divorced","secondary","no",791,"no","yes","cellular",10,"jul",66,1,-1,0,"unknown",0
"970",345,47,"admin.","divorced","secondary","no",207,"yes","no","cellular",2,"feb",244,1,271,4,"failure",0
"971",2951,36,"self-employed","single","tertiary","no",353,"no","no","cellular",11,"aug",361,2,181,2,"success",1
"972",2317,50,"management","married","tertiary","no",400,"yes","no","cellular",8,"may",41,1,360,1,"failure",0
"973",3126,29,"self-employed","married","tertiary","no",0,"yes","no","cellular",7,"may",253,2,302,1,"failure",0
"974",382,41,"unemployed","single","secondary","no",169,"yes","no","cellular",11,"may",712,1,-1,0,"unknown",0
"975",859,41,"technician","married","secondary","no",225,"yes","yes","unknown",8,"may",63,2,-1,0,"unknown",0
"976",1626,38,"blue-collar","married","secondary","no",168,"no","yes","cellular",2,"feb",151,1,-1,0,"unknown",0
"977",688,35,"management","single","secondary","no",0,"yes","no","cellular",6,"may",495,1,-1,0,"unknown",0
"978",2375,37,"self-employed","married","secondary","no",126,"no","yes","cellular",5,"feb",313,7,-1,0,"unknown",0
"979",442,29,"technician","single","secondary","no",426,"yes","no","telephone",29,"jul",121,6,-1,0,"unknown",0
"980",1611,30,"admin.","single","secondary","no",3068,"yes","no","cellular",18,"may",227,2,-1,0,"unknown",0
"981",2565,25,"blue-collar","married","secondary","no",109,"yes","no","unknown",16,"may",306,1,-1,0,"unknown",0
"982",1430,34,"admin.","single","secondary","no",1103,"yes","no","unknown",28,"may",89,1,-1,0,"unknown",0
"983",1027,33,"blue-collar","single","secondary","no",2764,"yes","no","unknown",21,"may",118,1,-1,0,"unknown",0
"984",1005,32,"management","married","tertiary","yes",2,"no","no","cellular",8,"jul",82,1,-1,0,"unknown",0
"985",3939,54,"self-employed","married","tertiary","no",368,"no","no","telephone",31,"jul",7,4,-1,0,"unknown",0
"986",2350,44,"blue-collar","married","secondary","no",17,"yes","no","unknown",19,"jun",153,14,-1,0,"unknown",0
"987",1290,56,"management","married","primary","no",-155,"yes","no","cellular",17,"nov",282,1,-1,0,"unknown",0
"988",2635,48,"services","married","secondary","no",125,"no","no","cellular",14,"aug",89,7,-1,0,"unknown",0
"989",3514,23,"services","single","secondary","no",488,"no","no","cellular",29,"jun",205,1,91,3,"success",1
"990",1536,34,"technician","married","tertiary","no",5060,"yes","no","cellular",21,"aug",12,21,-1,0,"unknown",0
"991",3249,54,"unemployed","divorced","secondary","no",550,"no","no","cellular",28,"jan",131,1,-1,0,"unknown",0
"992",3508,32,"technician","single","secondary","no",945,"no","no","cellular",4,"may",312,3,-1,0,"unknown",0
"993",3152,52,"housemaid","married","primary","no",1466,"no","yes","cellular",20,"nov",150,1,-1,0,"unknown",0
"994",3011,29,"admin.","divorced","secondary","yes",-489,"yes","no","unknown",4,"jun",249,2,-1,0,"unknown",0
"995",158,22,"student","single","secondary","no",948,"no","no","telephone",18,"aug",215,1,197,2,"failure",1
"996",1765,31,"student","single","unknown","no",2882,"yes","no","cellular",6,"may",158,2,-1,0,"unknown",0
"997",511,38,"management","married","tertiary","no",1444,"yes","no","cellular",7,"jul",139,2,-1,0,"unknown",0
"998",338,43,"admin.","married","primary","no",392,"yes","yes","cellular",4,"feb",110,1,208,2,"failure",0
"999",3151,31,"admin.","single","secondary","no",78,"no","no","unknown",20,"may",572,1,-1,0,"unknown",0
"1000",1857,41,"blue-collar","married","primary","no",0,"yes","no","cellular",6,"feb",620,4,200,4,"success",0
